"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"max"	"maxcol"
"GO:0008574"	2.33e-06	0.001367417	0.039554423	1.58e-05	0.139021487	8.58e-07	6.64e-06	3.17e-05	0.819999366	"0.819999366"	"9"
"GO:0019430"	0.042229695	0.043664242	0.060908689	0.021396438	0.658723933	0.017667125	0.017055418	0.030963271	0.107391188	"0.658723933"	"5"
"GO:0019433"	1.62e-06	0.000125156	0.023252773	8.63e-06	0.181141149	6.13e-07	1.23e-05	1.33e-05	0.795444478	"0.795444478"	"9"
"GO:0019432"	0.002885447	0.052596607	0.651759745	0.116963102	0.072028753	0.001148701	0.001409457	0.08485563	0.016352558	"0.651759745"	"3"
"GO:0015701"	9.07e-05	0.000633607	0.892061485	0.101938722	0.000108247	0.00013063	4.33e-05	0.000659652	0.004333705	"0.892061485"	"3"
"GO:0043425"	3.47e-05	0.002692031	0.969854654	0.002799993	0.002017209	1.31e-05	0.000258518	0.000241852	0.022087957	"0.969854654"	"3"
"GO:0045648"	0.004131076	0.00252233	0.001727877	0.001551124	0.962015802	0.001713187	0.002720007	0.00164717	0.021971427	"0.962015802"	"5"
"GO:0042384"	4.95e-21	5.08e-10	4.76e-05	2.48e-19	3.22e-05	5.23e-21	2.49e-19	2.47e-13	0.999920181	"0.999920181"	"9"
"GO:0042383"	2.03e-12	0.00066803	6.92e-08	1.73e-10	3.53e-07	2.57e-11	5.93e-10	2.24e-07	0.999331323	"0.999331323"	"9"
"GO:0043393"	7.7e-05	0.063247998	0.472535107	0.00737679	0.006154961	4.76e-05	3.61e-05	0.011764658	0.438759741	"0.472535107"	"3"
"GO:0043392"	0.000770507	0.014200453	0.351056473	0.005083555	0.199677494	0.000301536	0.000625669	0.009056407	0.419227906	"0.419227906"	"9"
"GO:0034142"	6.31e-27	3.84e-17	0.001433416	3.79e-19	0.241434898	2.57e-26	1.4e-24	2.91e-20	0.757131686	"0.757131686"	"9"
"GO:0030863"	0.019798313	0.041580865	0.41327955	0.021409086	0.364997783	0.007334343	0.031994878	0.012704882	0.0869003	"0.41327955"	"3"
"GO:0030866"	1.28e-08	6e-05	0.984493816	0.003829317	7.3e-05	1.68e-07	4.83e-07	2.06e-07	0.011542951	"0.984493816"	"3"
"GO:0030864"	0.006089534	0.062397377	0.159766908	0.017103063	0.487848141	0.003669149	0.002302655	0.201740957	0.059082216	"0.487848141"	"5"
"GO:0050808"	0.000630277	0.02117612	0.103533135	0.000551588	0.115256202	0.000722611	0.002823994	0.003977344	0.751328731	"0.751328731"	"9"
"GO:0033116"	1.08e-10	0.038455272	0.062542707	3.9e-08	0.000763004	3.97e-11	1.85e-09	1.58e-07	0.898238819	"0.898238819"	"9"
"GO:0010939"	7.39e-05	0.005533382	0.558939132	0.00275628	0.001511768	3.59e-05	6.71e-05	0.001549584	0.429532942	"0.558939132"	"3"
"GO:0001104"	1.3e-08	0.000110904	0.107623146	7.71e-06	0.017388044	5.57e-09	3.99e-07	1.78e-06	0.874868006	"0.874868006"	"9"
"GO:0001105"	0.036382083	0.092795538	0.04846901	0.026586007	0.113644861	0.025503491	0.016998537	0.102142589	0.537477885	"0.537477885"	"9"
"GO:0001106"	2.5e-05	0.003736231	0.115899639	4.05e-05	0.008104564	1.18e-05	2.63e-05	0.000478854	0.871677042	"0.871677042"	"9"
"GO:0001102"	1.11e-05	0.003548615	0.00207877	1e-05	0.932685563	5.4e-06	2.56e-05	0.000201477	0.061433436	"0.932685563"	"5"
"GO:0001103"	8.88e-07	0.000194794	0.03270586	3.37e-06	0.641260889	4.02e-07	7.11e-07	3.12e-05	0.325801909	"0.641260889"	"5"
"GO:0006493"	1.37e-13	6.47e-07	0.959161396	5.13e-07	0.000410907	5.09e-13	2.31e-11	1.64e-10	0.040426537	"0.959161396"	"3"
"GO:0006654"	0.000905874	0.015175124	0.433132566	0.04514506	0.051795926	0.00047804	0.000347305	0.071991928	0.381028177	"0.433132566"	"3"
"GO:0006656"	0.021586626	0.124382614	0.14462674	0.024611984	0.10468487	0.010112252	0.011863813	0.099496019	0.458635083	"0.458635083"	"9"
"GO:0030139"	2.83e-08	0.00271925	0.025970997	1.18e-05	0.000509992	1.26e-08	1.24e-07	8.91e-05	0.970698767	"0.970698767"	"9"
"GO:0030131"	2.68e-05	0.001013773	0.822210683	0.168003686	0.000277116	2.59e-05	0.000136718	0.000164492	0.008140874	"0.822210683"	"3"
"GO:0030133"	8.91e-12	2.41e-08	5.89e-06	9.36e-11	0.025122211	4.79e-12	1.17e-11	2.99e-07	0.974871573	"0.974871573"	"9"
"GO:0030136"	2.25e-13	3.2e-09	0.111046948	1.34e-08	0.000406144	8.95e-14	6.58e-12	2.02e-08	0.888546871	"0.888546871"	"9"
"GO:0097296"	4.89e-06	0.000453039	0.068250542	0.003738583	0.00029118	2.84e-06	5.19e-06	0.000129206	0.927124539	"0.927124539"	"9"
"GO:0001654"	0.027478444	0.035645842	0.166016007	0.01812562	0.278899732	0.010569725	0.01214676	0.035130963	0.415986905	"0.415986905"	"9"
"GO:0006909"	1.11e-10	1.38e-07	0.0006436	2.92e-08	0.806121294	6.87e-11	1.06e-09	6.26e-09	0.193234932	"0.806121294"	"5"
"GO:0006904"	1.66e-11	4.4e-07	0.978401044	0.021450505	1.13e-07	4.28e-11	6.01e-08	7.39e-10	0.000147837	"0.978401044"	"3"
"GO:0006906"	0.00118791	0.027807292	0.132807959	0.003337899	0.031218493	0.000676626	0.002809935	0.007014437	0.793139448	"0.793139448"	"9"
"GO:0001659"	0.001138231	0.007620764	0.147040076	0.001087305	0.265508706	0.000636064	0.008448257	0.001258305	0.567262291	"0.567262291"	"9"
"GO:0031519"	0.00159854	0.019995772	0.015110453	0.000750106	0.272982504	0.000967428	0.001596575	0.007015733	0.679982888	"0.679982888"	"9"
"GO:0031514"	6.35e-12	2.89e-07	0.001207833	2.19e-08	0.028538518	4.04e-12	3.31e-10	8.59e-10	0.970253337	"0.970253337"	"9"
"GO:0004653"	7.72e-06	0.027642127	0.916623216	4.35e-05	0.008037089	2.84e-06	1.17e-05	0.000188793	0.047442921	"0.916623216"	"3"
"GO:0031513"	0.00731798	0.099942171	0.034714883	0.003614156	0.034827297	0.002753111	0.002757741	0.062197155	0.751875507	"0.751875507"	"9"
"GO:0009566"	1.04e-07	4.64e-05	0.053755702	0.000878119	0.017678163	2.22e-07	9.35e-08	2.3e-05	0.927618224	"0.927618224"	"9"
"GO:0019083"	7.89e-06	0.000429609	0.013100803	2.5e-05	0.964733996	3.59e-06	5.52e-06	0.000143578	0.021549963	"0.964733996"	"5"
"GO:0051225"	6.62e-06	0.000146194	0.009567447	0.000190733	0.008556875	2.77e-06	2.83e-06	0.000299053	0.981227474	"0.981227474"	"9"
"GO:0032091"	8.2e-11	1.05e-07	7.36e-07	5.11e-11	0.999919963	3.34e-11	1.12e-10	6.2e-09	7.92e-05	"0.999919963"	"5"
"GO:0032092"	6.05e-08	0.001210878	0.819044927	0.000605322	0.007214944	3.25e-08	5.93e-07	2.21e-05	0.171901139	"0.819044927"	"3"
"GO:0032094"	0.002157117	0.00241126	0.110410047	0.005733647	0.71976299	0.000994963	0.002075314	0.001269565	0.155185095	"0.71976299"	"5"
"GO:0046856"	2.21e-07	0.003666542	0.908623394	0.019854696	4.02e-05	1.96e-07	5.26e-06	1.24e-05	0.067797078	"0.908623394"	"3"
"GO:0046854"	1.45e-09	0.000125794	0.318058532	1.67e-06	0.021470267	6.34e-10	1.85e-08	5.56e-07	0.660343161	"0.660343161"	"9"
"GO:0019882"	3.1e-06	0.002102082	0.026852744	7.96e-06	0.201129432	1.58e-06	1.54e-05	0.000125512	0.769762217	"0.769762217"	"9"
"GO:0019886"	6.92e-16	4.91e-10	2.22e-05	3.5e-14	0.006311965	3.21e-16	3.77e-15	1.36e-10	0.993665853	"0.993665853"	"9"
"GO:0071345"	5.9e-06	0.001091474	0.215001007	0.000577375	0.087988665	3.31e-06	0.000131525	4e-05	0.695160729	"0.695160729"	"9"
"GO:0071347"	7.71e-06	0.000221068	0.636624101	0.00468954	0.01216403	4.56e-06	0.000173486	2.84e-05	0.34608715	"0.636624101"	"3"
"GO:0071346"	0.014552324	0.283748916	0.275439935	0.014866223	0.068721152	0.008824357	0.084851578	0.021236398	0.227759115	"0.283748916"	"2"
"GO:0001975"	0.002342736	3.78e-05	0.327576841	0.072809747	0.013453676	0.001018086	0.000901553	0.034790013	0.547069561	"0.547069561"	"9"
"GO:0001974"	0.000832342	0.00750501	0.198423673	0.00104925	0.293704021	0.000371781	0.000310443	0.015181919	0.482621562	"0.482621562"	"9"
"GO:0008353"	0.000509767	0.011699333	0.008115805	0.000203722	0.005177199	0.002272347	0.000372036	0.005293763	0.966356029	"0.966356029"	"9"
"GO:0038123"	2.1e-22	1.99e-16	0.001396374	1.09e-17	0.831089143	2.23e-22	1.31e-20	2.71e-17	0.167514483	"0.831089143"	"5"
"GO:0038124"	2.1e-22	1.99e-16	0.001396374	1.09e-17	0.831089143	2.23e-22	1.31e-20	2.71e-17	0.167514483	"0.831089143"	"5"
"GO:0033276"	0.051761824	0.034898093	0.040882285	0.019042139	0.097289048	0.019809557	0.019873134	0.074472229	0.641971691	"0.641971691"	"9"
"GO:0005671"	0.000277726	0.004874929	0.023168549	0.000422509	0.021473303	0.000115944	0.0001582	0.003349567	0.946159273	"0.946159273"	"9"
"GO:0033270"	8.97e-05	0.008234605	0.829400691	0.099071842	0.001344241	0.0003273	4.35e-05	0.00266577	0.058822434	"0.829400691"	"3"
"GO:0006338"	1.04e-18	3.6e-08	2.22e-06	2.03e-19	0.011943166	8e-19	4.98e-17	6.13e-12	0.988054578	"0.988054578"	"9"
"GO:0006337"	0.040084987	0.004157086	0.018954332	0.018849809	0.270329537	0.015285756	0.02842243	0.057701403	0.546214662	"0.546214662"	"9"
"GO:0006334"	6.35e-09	0.03164874	1.18e-06	2.73e-09	1.1e-05	8.01e-07	3.28e-08	2.72e-05	0.968311021	"0.968311021"	"9"
"GO:0046474"	2.09e-15	9.28e-06	0.007783054	1.8e-07	3.76e-10	8.01e-16	4.03e-14	7.88e-08	0.99220741	"0.99220741"	"9"
"GO:0017046"	2.79e-06	0.02379304	0.010954425	1.03e-06	2.54e-05	0.000371038	5.68e-05	9.06e-05	0.964704784	"0.964704784"	"9"
"GO:0045921"	0.008784769	0.105865495	0.029655881	0.007660103	0.195372362	0.008504409	0.037007579	0.017728336	0.589421067	"0.589421067"	"9"
"GO:0017048"	2.58e-05	0.00757377	0.210527642	0.00210462	0.000113329	1.45e-05	9.79e-06	0.029992641	0.749637933	"0.749637933"	"9"
"GO:0017049"	4.02e-07	0.0185929	0.957536084	1.26e-05	0.000126477	1.48e-07	5.82e-06	1.29e-05	0.023712655	"0.957536084"	"3"
"GO:0042593"	5.97e-13	3.09e-12	0.000252771	1.86e-10	0.999409831	3.47e-13	2.24e-12	8.56e-10	0.000337397	"0.999409831"	"5"
"GO:0042590"	8.24e-18	2.93e-10	0.000475034	4.35e-14	0.464568656	3.04e-18	2.14e-13	1.27e-14	0.53495631	"0.53495631"	"9"
"GO:0042594"	6.2e-09	1.42e-05	0.370081278	4.42e-05	0.007480216	8.34e-09	2.11e-08	8.77e-07	0.622379147	"0.622379147"	"9"
"GO:0006486"	2.76e-08	0.000126814	0.725278345	3.1e-05	0.069562041	1.37e-08	4.73e-08	3.8e-05	0.204963777	"0.725278345"	"3"
"GO:0006487"	1.14e-05	0.002607919	0.802117299	0.000328748	0.028403903	4.68e-06	2.38e-05	0.000204993	0.166297296	"0.802117299"	"3"
"GO:0006488"	1.7e-11	1.59e-05	0.003603083	3.18e-09	0.000355592	1.42e-11	4.1e-10	3.58e-07	0.996025028	"0.996025028"	"9"
"GO:0022408"	0.000670824	0.151711885	0.074622773	0.004659714	0.46908456	0.000276625	0.000399576	0.022828577	0.275745466	"0.46908456"	"5"
"GO:0060333"	5.38e-29	4.89e-16	2.43e-05	1.73e-21	0.991602674	9.17e-29	2.22e-24	3.23e-23	0.008373032	"0.991602674"	"5"
"GO:0060337"	2.32e-19	2.32e-13	2.33e-08	1.86e-17	0.999999635	2.31e-19	1.73e-17	6e-17	3.42e-07	"0.999999635"	"5"
"GO:0060334"	1.18e-09	0.000121523	0.247615612	1.93e-07	0.535976913	6.79e-10	2.05e-08	4.7e-08	0.21628569	"0.535976913"	"5"
"GO:0060338"	2.96e-09	0.000193027	0.135001332	5.04e-07	0.556010529	1.77e-09	4.12e-08	1.16e-07	0.308794445	"0.556010529"	"5"
"GO:0005689"	7.94e-05	0.002324091	0.149907612	4.9e-05	0.621417331	3.6e-05	0.000478296	0.000199028	0.225509204	"0.621417331"	"5"
"GO:0005681"	7.42e-14	2.86e-11	1.79e-06	4.92e-12	0.999970923	3.24e-14	2.05e-11	1.41e-12	2.73e-05	"0.999970923"	"5"
"GO:0005680"	0.000206907	0.513654579	0.00601202	0.002077048	8.03e-05	0.000781396	0.00077398	0.010741282	0.465672476	"0.513654579"	"2"
"GO:0016310"	7.54e-24	3.29e-11	1.5e-09	2.41e-21	0.015086479	1.49e-23	4.01e-21	4.27e-15	0.98491352	"0.98491352"	"9"
"GO:0051056"	1.51e-17	6.46e-10	3.27e-05	3.44e-13	0.41293951	6.55e-18	3.75e-16	8.05e-11	0.587027758	"0.587027758"	"9"
"GO:0004222"	4.11e-12	1.05e-06	0.001310725	6.77e-11	0.345800059	2.14e-12	4.78e-11	1.75e-08	0.652888144	"0.652888144"	"9"
"GO:0044297"	1.58e-08	4.92e-06	0.000183927	4.42e-05	0.002846692	1.03e-08	2.49e-08	1.22e-05	0.99690803	"0.99690803"	"9"
"GO:0044295"	0.003674559	0.047832746	0.62834144	0.143231771	0.010191035	0.001709157	0.003141947	0.020737333	0.141140013	"0.62834144"	"3"
"GO:0001764"	6.71e-08	8.16e-06	0.001739809	3.18e-07	0.990459846	4.25e-08	4.57e-07	1.02e-05	0.007781074	"0.990459846"	"5"
"GO:0008083"	1.46e-25	9.48e-12	4.55e-11	4.57e-24	2.05e-05	6.44e-25	1.14e-23	2.88e-16	0.999979515	"0.999979515"	"9"
"GO:0008080"	0.07483754	0.043648344	0.027713478	0.056222192	0.626861629	0.046069953	0.038156858	0.029299061	0.057190944	"0.626861629"	"5"
"GO:0008089"	0.0222785	0.18017191	0.085609706	0.009128866	0.439965789	0.026760474	0.028429205	0.061428854	0.146226696	"0.439965789"	"5"
"GO:0035987"	0.000666947	0.016970081	0.191126798	0.001594324	0.656444878	0.000248858	0.001353652	0.002252822	0.129341639	"0.656444878"	"5"
"GO:0072661"	0.000223103	0.007327542	0.549972903	0.005924066	0.12338024	0.000120308	0.000412744	0.001741506	0.310897589	"0.549972903"	"3"
"GO:0043407"	2.97e-11	1.07e-06	0.187446092	2.52e-08	0.020531028	1.42e-11	2.37e-10	7.8e-09	0.792021775	"0.792021775"	"9"
"GO:0043406"	3.86e-09	1.79e-05	0.007118292	7.43e-08	0.092534197	1.43e-09	2.86e-09	1.02e-05	0.900319379	"0.900319379"	"9"
"GO:0043401"	2.83e-07	1.1e-05	0.003387807	5.47e-06	0.996145883	1.2e-07	1.41e-06	1.24e-06	0.000446768	"0.996145883"	"5"
"GO:0043408"	3.09e-08	0.00101981	0.000214211	7.02e-08	0.001325175	8.44e-08	3.81e-07	1.12e-05	0.997429078	"0.997429078"	"9"
"GO:0000413"	5.02e-05	0.011318867	0.058086693	0.000981727	0.00348772	1.89e-05	5.34e-05	0.002701825	0.923300692	"0.923300692"	"9"
"GO:0070577"	3.61e-06	3.33e-05	0.002035755	4.63e-06	0.890507178	1.33e-06	4.02e-06	1.52e-05	0.107394967	"0.890507178"	"5"
"GO:0032403"	2e-35	2.7e-18	1.57e-09	2.01e-28	0.236006793	8.58e-36	9.79e-30	8.73e-25	0.763993206	"0.763993206"	"9"
"GO:0032402"	0.000114386	0.00240278	0.006169472	0.000157203	0.098688644	8.14e-05	0.000168311	0.001195459	0.891022328	"0.891022328"	"9"
"GO:0072593"	0.001106144	0.023854703	0.006731818	0.000939475	0.572191073	0.001078777	0.005228119	0.002838417	0.386031473	"0.572191073"	"5"
"GO:0021670"	0.022216092	0.149643703	0.235833099	0.04078339	0.120293355	0.009203146	0.009215029	0.113871132	0.298941054	"0.298941054"	"9"
"GO:0040014"	2.79e-08	2.82e-07	0.002670084	1.19e-07	0.120565823	1.13e-08	3.83e-08	3.53e-06	0.876760081	"0.876760081"	"9"
"GO:0010259"	0.051703775	0.271028176	0.20682646	0.066932945	0.034077065	0.044206576	0.189653339	0.067110013	0.068461651	"0.271028176"	"2"
"GO:0033138"	5.2e-12	5.83e-07	3.2e-05	3.87e-11	0.961785372	2.66e-12	5.62e-11	1.33e-08	0.038182047	"0.961785372"	"5"
"GO:0033137"	7.68e-05	0.005580692	0.006258508	5.83e-05	0.010145836	0.000217442	0.001339898	0.000294147	0.976028371	"0.976028371"	"9"
"GO:0016235"	0.041421397	0.037489929	0.057704564	0.028128635	0.237210143	0.015274742	0.018320127	0.173846627	0.390603836	"0.390603836"	"9"
"GO:0071158"	6.02e-05	0.169652232	0.008057989	2.6e-05	0.137627128	0.000298119	0.001676328	0.0004671	0.682134864	"0.682134864"	"9"
"GO:0046627"	2.1e-10	1.18e-05	0.671187758	0.000639929	0.017469261	1.06e-09	5.61e-08	2.15e-08	0.310691216	"0.671187758"	"3"
"GO:0051881"	6.94e-05	0.421328418	0.012581422	8.78e-05	0.522202692	3.16e-05	3.27e-05	0.003466691	0.040199178	"0.522202692"	"5"
"GO:2001234"	0.063611825	0.023401468	0.035519553	0.023405751	0.251652904	0.056379104	0.280733703	0.213109622	0.05218607	"0.280733703"	"7"
"GO:2001235"	2.4e-06	8.23e-06	0.000177141	2.13e-06	0.998309031	1.14e-06	1.16e-06	6.79e-06	0.001491979	"0.998309031"	"5"
"GO:2001237"	1.93e-05	0.000700755	0.02742142	7.74e-05	0.559737788	1.18e-05	7.14e-06	0.006324622	0.40569974	"0.559737788"	"5"
"GO:2001238"	1.03e-08	1.86e-05	0.207914205	0.00011784	0.006204827	1.81e-08	2.26e-07	5.63e-07	0.785743734	"0.785743734"	"9"
"GO:0030111"	0.020563724	0.050016272	0.327459274	0.100890321	0.080916614	0.014976452	0.007566991	0.117348376	0.280261975	"0.327459274"	"3"
"GO:0030117"	0.00452075	0.054376679	0.621971196	0.028206554	0.204285393	0.001746535	0.005605682	0.018729187	0.060558024	"0.621971196"	"3"
"GO:0005096"	6.25e-58	5.53e-28	1.14e-10	9.8e-47	8.53e-07	2.82e-58	1.36e-49	3.61e-39	0.999999147	"0.999999147"	"9"
"GO:0005095"	0.005064117	0.049219546	0.76540468	0.010493343	0.002322975	0.001952311	0.002110073	0.031218234	0.132214722	"0.76540468"	"3"
"GO:0045022"	5.57e-07	0.044373316	0.030814174	1.25e-06	0.276886355	2.71e-07	2.96e-06	2.31e-05	0.647898049	"0.647898049"	"9"
"GO:0006672"	0.000787935	0.027276609	0.18877998	0.006499482	0.007323025	0.000298236	0.000296964	0.058572101	0.710165668	"0.710165668"	"9"
"GO:0006921"	2.71e-12	0.016646014	0.000173952	2.16e-09	6.01e-06	2.91e-12	7.07e-10	3.39e-08	0.983173988	"0.983173988"	"9"
"GO:0006928"	6.64e-13	1.17e-08	0.701477307	1.08e-05	0.000601999	7.45e-13	6.62e-10	1.29e-09	0.297909892	"0.701477307"	"3"
"GO:0000781"	4e-05	0.046835986	0.911050698	0.005208612	0.000445039	1.66e-05	0.027491142	8.1e-05	0.008830923	"0.911050698"	"3"
"GO:0000785"	1.49e-07	0.021913713	0.000500747	4.89e-07	0.001371817	3.22e-07	3.57e-07	0.000685075	0.975527332	"0.975527332"	"9"
"GO:0000784"	0.011159746	0.062985873	0.030897444	0.007245739	0.004554749	0.03645947	0.009125665	0.047118628	0.790452686	"0.790452686"	"9"
"GO:0000786"	0.004359462	0.166205996	0.027850479	0.000744796	0.036253467	0.00995374	0.132644719	0.004186258	0.617801083	"0.617801083"	"9"
"GO:0042626"	3.41e-06	0.02076937	0.121566241	0.000128491	0.031383791	1.3e-06	9.82e-06	0.000580572	0.825557006	"0.825557006"	"9"
"GO:0031572"	0.000925859	0.229670179	0.021965162	0.002546206	0.014643292	0.001460229	0.002200144	0.023065877	0.703523054	"0.703523054"	"9"
"GO:0042622"	0.020550889	0.191861333	0.104250183	0.012609777	0.040349194	0.012009334	0.023493582	0.03789018	0.556985527	"0.556985527"	"9"
"GO:0042629"	5.07e-06	0.001080635	0.924358536	0.000143423	0.004394883	6.37e-06	2.62e-06	8.23e-05	0.069926134	"0.924358536"	"3"
"GO:0019068"	6.02e-06	0.087838246	0.353202711	7.75e-06	0.000209639	1.93e-05	5.57e-05	0.000180804	0.558479862	"0.558479862"	"9"
"GO:0007257"	6.68e-11	1.25e-05	0.454880434	7.4e-10	0.273078843	3.08e-11	9.62e-09	1.57e-08	0.2720282	"0.454880434"	"3"
"GO:0007254"	2.01e-11	1.3e-06	0.007000913	1.75e-09	0.055599619	7.69e-12	6.7e-11	3.95e-08	0.937398123	"0.937398123"	"9"
"GO:0007250"	3.11e-05	0.004763203	0.107673465	0.000229478	0.001635036	2.17e-05	0.000209666	0.000493431	0.88494297	"0.88494297"	"9"
"GO:0007259"	4.53e-11	4.62e-06	0.000154509	3.41e-09	0.067918449	1.67e-11	8.8e-10	1.52e-08	0.931922405	"0.931922405"	"9"
"GO:0046835"	0.01158386	0.035954688	0.0076905	0.004358156	0.265860596	0.032877875	0.008141696	0.017948645	0.615583983	"0.615583983"	"9"
"GO:0032870"	8.35e-08	0.000780167	0.179866142	5.05e-06	0.000549864	6.33e-08	1.29e-06	2.84e-05	0.818768964	"0.818768964"	"9"
"GO:0007339"	4.04e-06	0.001608398	0.044138737	0.000460965	0.007683838	1.49e-06	5.9e-05	4.98e-05	0.945993743	"0.945993743"	"9"
"GO:0032874"	2.41e-06	0.001434365	0.006278999	1.51e-05	0.051305119	9.01e-07	2.18e-06	7.01e-05	0.940890771	"0.940890771"	"9"
"GO:0071363"	7.02e-11	3.84e-06	0.001040133	5.89e-10	0.501523864	3.45e-11	3.31e-09	2.66e-08	0.497432129	"0.501523864"	"5"
"GO:0001958"	8.69e-10	0.000438872	0.99929844	7.02e-07	4.17e-08	3.64e-10	3.55e-08	1.96e-07	0.000261711	"0.99929844"	"3"
"GO:0001954"	0.00069864	0.010537214	0.001764786	0.000277897	0.059083016	0.001831998	0.00040069	0.009730974	0.915674784	"0.915674784"	"9"
"GO:2000678"	0.23293366	0.085692597	0.086719208	0.087518343	0.155208368	0.092687967	0.087230369	0.086573478	0.085436011	"0.23293366"	"1"
"GO:0006310"	1.9e-11	6.36e-05	0.000226788	1.24e-09	0.001270876	1.05e-11	1.67e-10	4.95e-07	0.998438225	"0.998438225"	"9"
"GO:0045907"	1.74e-06	0.004434448	0.006874944	4.53e-06	0.027049243	7.82e-07	2.76e-06	0.000191998	0.961439551	"0.961439551"	"9"
"GO:0045909"	4.67e-05	0.002055476	0.000132875	1.73e-05	0.745135549	0.000177857	7.35e-05	0.000516626	0.251844139	"0.745135549"	"5"
"GO:0035666"	7.78e-22	5.04e-15	8.4e-05	1.63e-16	0.048982859	8.72e-22	9.81e-21	1.32e-15	0.950933172	"0.950933172"	"9"
"GO:0031965"	1.41e-47	5.49e-22	5.55e-12	3.09e-40	3.05e-08	1.77e-47	1.53e-41	6.11e-31	0.999999969	"0.999999969"	"9"
"GO:0031966"	9.52e-13	9.39e-09	0.002926711	1.52e-10	0.053163285	3.51e-13	7.14e-12	7.33e-10	0.943909994	"0.943909994"	"9"
"GO:0060317"	1.38e-05	0.002334415	0.001267097	2.1e-05	0.131174005	5.09e-06	5.58e-06	0.000757435	0.864421537	"0.864421537"	"9"
"GO:0010875"	0.01277255	0.300303334	0.102195292	0.078646873	0.022194937	0.005259349	0.007910207	0.129046902	0.341670556	"0.341670556"	"9"
"GO:0005667"	1.42e-16	3.89e-09	0.001288228	7.62e-12	2.02e-05	2.21e-16	3.68e-13	1.73e-10	0.99869154	"0.99869154"	"9"
"GO:0005669"	3.51e-05	0.190954026	0.027698507	2.71e-05	0.009123055	2.27e-05	2.17e-05	0.003180034	0.768937777	"0.768937777"	"9"
"GO:0060170"	4.15e-08	0.003829637	0.05271245	2.95e-05	2.3e-05	1.65e-08	1.26e-07	5.45e-05	0.943350705	"0.943350705"	"9"
"GO:0060173"	0.001249642	0.004585804	0.322302555	0.052174486	0.018165209	0.000476102	0.000815945	0.026218724	0.574011533	"0.574011533"	"9"
"GO:0008233"	2.43e-07	0.053700333	0.077115008	1.94e-05	0.000148717	1.27e-07	9.55e-07	0.000877851	0.868137398	"0.868137398"	"9"
"GO:0008544"	3.15e-11	6.74e-05	0.066474566	1.29e-07	0.000869734	1.17e-11	5.29e-09	4.6e-08	0.932588154	"0.932588154"	"9"
"GO:0035082"	0.000327159	0.002477355	0.003468558	0.000168662	0.830042607	0.000120708	0.000124865	0.002553042	0.160717043	"0.830042607"	"5"
"GO:0008235"	0.001276981	0.047238149	0.134710465	0.003972097	0.053328835	0.000647343	0.029658424	0.002275009	0.726892698	"0.726892698"	"9"
"GO:0016607"	1.35e-32	7.43e-19	1.57e-07	8.07e-25	1.82e-08	5.59e-33	1.17e-26	3.2e-24	0.999999824	"0.999999824"	"9"
"GO:0006297"	0.000366786	0.009068638	0.545654367	0.008548094	0.004411204	0.000134933	0.000269394	0.005427792	0.426118792	"0.545654367"	"3"
"GO:0000049"	4.53e-07	0.000219344	0.004432355	1.79e-06	0.955238175	1.69e-07	9.73e-07	2.02e-05	0.040086575	"0.955238175"	"5"
"GO:0016829"	8.87e-07	0.000178651	0.005329737	3.13e-06	0.881354827	3.62e-07	1.11e-06	1.69e-05	0.113114427	"0.881354827"	"5"
"GO:0000045"	2.65e-05	0.754339255	0.028757787	0.000411677	0.054963864	1.1e-05	1.25e-05	0.029014921	0.132462469	"0.754339255"	"2"
"GO:0042809"	0.032195459	0.107192615	0.253485193	0.078417828	0.061593793	0.016317292	0.100066044	0.0352216	0.315510176	"0.315510176"	"9"
"GO:0015297"	4.1e-07	9.65e-05	0.999206801	0.000619482	3.91e-05	1.09e-06	2.83e-06	1.63e-06	3.21e-05	"0.999206801"	"3"
"GO:0015293"	6.87e-07	0.00067649	0.001849424	5.42e-06	0.001870519	8.09e-07	6.98e-07	0.000423274	0.995172677	"0.995172677"	"9"
"GO:0042472"	1.26e-05	0.0084676	0.209689026	0.007975677	0.000292229	4.88e-06	8.15e-06	0.010344092	0.763205725	"0.763205725"	"9"
"GO:0042475"	5.11e-07	0.004533145	0.037358555	2.79e-05	0.03094356	2.32e-07	1.45e-06	0.000305487	0.926829125	"0.926829125"	"9"
"GO:0008206"	1.41e-05	0.017413664	0.007512404	4.71e-05	0.000806801	3.26e-05	7.36e-05	0.000677851	0.973421876	"0.973421876"	"9"
"GO:0016922"	0.012121387	0.051620084	0.448706442	0.018971081	0.033874536	0.004459567	0.004854003	0.081423137	0.343969763	"0.448706442"	"3"
"GO:0008201"	4.81e-20	7.38e-09	0.184702832	2.7e-13	6.3e-08	1.77e-20	4.74e-18	4.18e-12	0.815297098	"0.815297098"	"9"
"GO:0008202"	0.000546965	0.001978881	0.001745794	0.000219998	0.991584015	0.00022909	0.00039724	0.000702279	0.002595739	"0.991584015"	"5"
"GO:0008203"	4.75e-11	6.06e-06	0.130067828	9.1e-08	0.80629572	7.41e-11	3.63e-10	2.73e-08	0.063630277	"0.80629572"	"5"
"GO:0042476"	3.1e-05	0.001920622	0.143007993	0.000104847	0.249054897	1.14e-05	5.4e-05	0.000337704	0.605477577	"0.605477577"	"9"
