"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"max"	"maxcol"
"GO:0009615"	2.39e-31	2.66e-24	3.42e-11	1.62e-29	1	1.86e-31	3.37e-28	2.09e-28	1.66e-11	"1"	"5"
"GO:0031593"	0.000120131	0.000174483	0.127499776	0.000856911	0.785726992	0.00010355	0.000135842	7.55e-05	0.085306771	"0.785726992"	"5"
"GO:0009060"	8.69e-09	4.9e-08	5.15e-05	3.49e-10	0.975697419	3.77e-09	6.07e-09	5.03e-07	0.024250511	"0.975697419"	"5"
"GO:0090002"	0.010032617	0.01303324	0.299052709	0.051720786	0.144634197	0.016266732	0.005034757	0.132197355	0.328027607	"0.328027607"	"9"
"GO:0001676"	0.009908963	0.005288947	0.066006049	0.00995028	0.867139578	0.004827785	0.008231181	0.003806912	0.024840304	"0.867139578"	"5"
"GO:0008625"	0.001537328	0.023160875	0.16533729	0.00374883	0.508116358	0.000575405	0.005478909	0.002521443	0.289523562	"0.508116358"	"5"
"GO:0015459"	2.12e-10	2.68e-05	0.991836839	0.000271881	9.89e-08	1.65e-10	9.23e-10	5.19e-07	0.00786382	"0.991836839"	"3"
"GO:0042056"	0.009822569	0.069685248	0.080553541	0.00771254	0.12278286	0.003644602	0.003627126	0.092185258	0.609986257	"0.609986257"	"9"
"GO:0071222"	1.16e-19	5.63e-11	0.000226155	6.36e-14	0.975115886	3.9e-19	9.2e-17	2.13e-15	0.024657958	"0.975115886"	"5"
"GO:0042059"	4.25e-06	0.293859205	0.000334951	3.54e-06	0.001101345	6.56e-06	4.53e-06	0.001596682	0.703088925	"0.703088925"	"9"
"GO:0021983"	0.007434089	0.027960747	0.014634218	0.003025823	0.089173529	0.006143677	0.002788645	0.046950302	0.801888971	"0.801888971"	"9"
"GO:0021987"	2.87e-08	0.00526959	0.016826577	1.09e-05	0.000158921	1.14e-08	7.84e-07	6.52e-06	0.97772669	"0.97772669"	"9"
"GO:0008656"	8.77e-05	0.256276363	0.170331063	0.055332934	0.000195271	4.69e-05	0.00375254	0.001521586	0.512455602	"0.512455602"	"9"
"GO:0034612"	1.76e-08	0.002555466	0.011407664	2.5e-05	0.001104467	7.29e-09	3.14e-07	2.51e-06	0.984904535	"0.984904535"	"9"
"GO:0034613"	2.81e-14	2.03e-07	0.025218913	7.72e-13	0.004045488	2.58e-14	1.63e-11	5.11e-11	0.970735395	"0.970735395"	"9"
"GO:0034614"	1.95e-06	2.04e-05	0.003302542	1.25e-05	0.989222718	1.06e-06	1.64e-05	1.78e-06	0.007420685	"0.989222718"	"5"
"GO:0034341"	9.39e-05	0.046206722	0.086772725	0.005726537	0.004453402	3.67e-05	0.000892514	0.001642319	0.854175235	"0.854175235"	"9"
"GO:0051480"	2.01e-05	0.001279927	0.97639045	0.000571998	0.001409767	7.57e-06	9.64e-05	0.000133473	0.020090334	"0.97639045"	"3"
"GO:0032332"	0.0063486	0.014249352	0.231099021	0.023339274	0.449527566	0.002799198	0.00276912	0.019832821	0.250035046	"0.449527566"	"5"
"GO:0005802"	1.19e-33	3.45e-16	8.5e-12	1.72e-25	1.15e-08	4.43e-34	7.67e-30	9.98e-23	0.999999989	"0.999999989"	"9"
"GO:0007094"	3.04e-05	0.410977645	0.014118049	0.016858767	1.4e-05	2.83e-05	0.000170738	0.005177723	0.552624363	"0.552624363"	"9"
"GO:0007095"	0.000474915	0.010948406	0.046043647	0.000554892	0.033726308	0.000426499	0.001535025	0.0020809	0.904209409	"0.904209409"	"9"
"GO:0007093"	2.36e-07	9.83e-06	0.000338065	3.89e-07	0.042353501	1.5e-07	5.86e-07	2.01e-05	0.957277173	"0.957277173"	"9"
"GO:0050680"	2.28e-08	2.34e-06	0.004905811	1.21e-05	0.014206868	1.97e-08	8.57e-09	8.64e-05	0.98078645	"0.98078645"	"9"
"GO:0010800"	6.7e-06	0.002664547	0.008519468	0.000163536	0.831654464	4.08e-06	4.11e-06	0.000459562	0.156523541	"0.831654464"	"5"
"GO:0001077"	9.7e-22	6.29e-11	3.12e-08	2.02e-19	0.91599992	1.74e-21	8.7e-18	7.16e-16	0.084000048	"0.91599992"	"5"
"GO:0001078"	7.38e-16	4.09e-11	3.11e-08	4.09e-15	0.184048987	1.71e-15	4.73e-14	5.65e-12	0.815950982	"0.815950982"	"9"
"GO:0006767"	4.52e-14	4.72e-07	8.07e-05	2.98e-10	4.94e-07	3.09e-13	8.15e-09	1.18e-10	0.999918276	"0.999918276"	"9"
"GO:0006766"	2.55e-16	9.34e-09	2.22e-05	4.52e-12	2.43e-07	9.58e-16	3.53e-11	2.28e-12	0.999977586	"0.999977586"	"9"
"GO:0030049"	0.00918178	0.128072359	0.044819988	0.00595447	0.096036422	0.006464537	0.006604668	0.060918826	0.64194695	"0.64194695"	"9"
"GO:0030048"	0.033362582	0.043817837	0.017039188	0.012634907	0.053091577	0.022598751	0.019811838	0.371270209	0.426373111	"0.426373111"	"9"
"GO:0030518"	0.007177041	0.091770165	0.205701389	0.01094162	0.007486073	0.007147408	0.048136412	0.018782699	0.602857192	"0.602857192"	"9"
"GO:0030041"	0.000152669	0.026401686	0.663694715	0.052437023	0.005586268	0.00020037	0.000165165	0.002263319	0.249098787	"0.663694715"	"3"
"GO:0030515"	0.000581095	0.394734365	0.122669359	0.001255187	0.128195174	0.000379536	0.008825655	0.003266877	0.340092752	"0.394734365"	"2"
"GO:0030513"	4.21e-05	0.000115104	0.059284183	0.000177762	0.724239334	4.01e-05	1.64e-05	0.000319242	0.215765753	"0.724239334"	"5"
"GO:0030512"	4.98e-14	7.01e-06	0.006424098	5.8e-10	2.86e-06	2.24e-14	2.34e-12	7.34e-09	0.993566025	"0.993566025"	"9"
"GO:0035567"	0.003807115	0.048057174	0.017002842	0.003901473	0.012442286	0.004287441	0.004512319	0.020514537	0.885474814	"0.885474814"	"9"
"GO:0060412"	0.001361678	0.079382937	0.159047652	0.007388654	0.013153172	0.00051253	0.000563827	0.022451734	0.716137816	"0.716137816"	"9"
"GO:0048487"	3.3e-08	0.000174725	7.16e-05	4.57e-08	0.34102297	5.39e-08	1.07e-06	3.67e-06	0.658725854	"0.658725854"	"9"
"GO:0048488"	0.001924686	0.004076644	0.023826473	0.008251448	0.83210457	0.001128363	0.001289973	0.002744743	0.124653099	"0.83210457"	"5"
"GO:0000387"	3.46e-05	0.000185843	0.001292194	1.63e-05	0.993952743	1.28e-05	4.26e-05	4.69e-05	0.004416006	"0.993952743"	"5"
"GO:0000381"	0.001868272	0.033110567	0.064485369	0.016893859	0.017387059	0.000908137	0.015536885	0.005884599	0.843925254	"0.843925254"	"9"
"GO:0005230"	0.082620481	0.033464124	0.179122339	0.101794791	0.363693349	0.135631451	0.03162811	0.041989668	0.030055686	"0.363693349"	"5"
"GO:0008016"	0.005664653	0.144498837	0.470896501	0.070635546	0.030013998	0.002981117	0.06016155	0.012603912	0.202543887	"0.470896501"	"3"
"GO:0014003"	0.000292797	0.116129619	0.75317266	0.002647888	0.000796756	0.00012783	0.000107715	0.019984788	0.106739947	"0.75317266"	"3"
"GO:0042733"	8.34e-09	9.43e-06	0.001775292	8.33e-08	0.699672418	3.36e-09	3.31e-08	1.55e-06	0.298541189	"0.699672418"	"5"
"GO:0031648"	1.46e-05	0.003396233	0.691569224	0.001474185	0.11597045	1.74e-05	7.31e-06	0.001231868	0.18631871	"0.691569224"	"3"
"GO:0042734"	1.06e-08	2.33e-05	0.043362926	5.75e-07	0.104245689	5.16e-09	1.12e-08	7.51e-06	0.852360004	"0.852360004"	"9"
"GO:0004725"	3.6e-22	8.28e-15	1.67e-06	9.94e-17	0.058080636	3.53e-22	1.95e-21	4.34e-15	0.94191769	"0.94191769"	"9"
"GO:0031647"	9.45e-10	5.54e-07	0.000339814	8.3e-10	0.951798571	4.3e-10	1.11e-09	1.49e-07	0.047860909	"0.951798571"	"5"
"GO:0051402"	0.012718684	0.001419526	0.002359438	0.001970794	0.229712311	0.012842421	0.006389123	0.050069587	0.682518117	"0.682518117"	"9"
"GO:0004721"	2.11e-16	1.18e-07	0.002798737	3.83e-11	0.00448882	9.78e-17	4.01e-13	2.79e-12	0.992712325	"0.992712325"	"9"
"GO:0051403"	1.73e-15	2.03e-09	6.9e-06	1.13e-13	0.03493112	6.43e-16	6.54e-15	5.46e-11	0.965061978	"0.965061978"	"9"
"GO:0043162"	0.00021294	0.02943919	0.000491122	7.84e-05	0.000575029	0.00606338	0.000175445	0.005883354	0.957081099	"0.957081099"	"9"
"GO:0007568"	6.71e-26	9.54e-15	0.979095134	6.22e-18	3.41e-08	2.48e-26	6.37e-21	4.08e-20	0.020904832	"0.979095134"	"3"
"GO:0007569"	6.83e-07	0.000162185	0.010604744	3.98e-06	0.830843957	2.51e-07	2.27e-06	1.45e-05	0.158367414	"0.830843957"	"5"
"GO:0009725"	1.07e-08	0.000152519	0.011715329	9.91e-07	0.803896788	3.99e-09	2.15e-06	3.93e-07	0.184231814	"0.803896788"	"5"
"GO:0007566"	3.48e-07	9.05e-05	0.577840773	0.008057148	6.78e-05	1.41e-07	1.77e-06	2.35e-05	0.413917991	"0.577840773"	"3"
"GO:0070098"	0.000163788	0.002577241	0.14739449	0.004303924	0.260210167	0.000511506	0.000141277	0.00077859	0.583919016	"0.583919016"	"9"
"GO:0014911"	0.021894223	0.026240019	0.53379278	0.147828894	0.089882314	0.008513878	0.016193526	0.048601247	0.107053119	"0.53379278"	"3"
"GO:0014912"	0.093004168	0.036221561	0.035820122	0.043298288	0.346182335	0.03475649	0.141781614	0.057803089	0.211132334	"0.346182335"	"5"
"GO:0007159"	8.89e-09	3.27e-05	0.976791456	0.000132064	0.00081434	1.3e-08	8.51e-08	3.39e-07	0.022228956	"0.976791456"	"3"
"GO:0007158"	0.001834425	0.024858441	0.010025511	0.00067687	0.133462401	0.000940207	0.00068913	0.033969202	0.793543812	"0.793543812"	"9"
"GO:0007155"	1.41e-58	6.81e-26	2.31e-09	8.67e-45	1.51e-15	2.08e-58	2.47e-51	2.11e-35	0.999999998	"0.999999998"	"9"
"GO:0007154"	0.021808219	0.015861051	0.025980884	0.008640772	0.086641962	0.008066925	0.01864544	0.259461592	0.554893155	"0.554893155"	"9"
"GO:0007157"	6.44e-09	3.57e-05	0.632433861	0.001732371	8.57e-06	5.45e-09	1.4e-07	6.55e-07	0.36578873	"0.632433861"	"3"
"GO:0007156"	9.46e-14	7.75e-09	0.000220812	2.3e-11	0.000754162	3.59e-14	1.25e-13	6.12e-08	0.999024957	"0.999024957"	"9"
"GO:0033344"	3e-06	0.029904334	0.012750203	6.16e-05	0.00137575	1.36e-06	4.62e-06	0.000451399	0.955447682	"0.955447682"	"9"
"GO:0035774"	2.47e-05	0.000647777	0.001671202	1.42e-05	0.91610211	9.16e-06	1.43e-05	0.000113677	0.081402867	"0.91610211"	"5"
"GO:0003091"	0.000586838	0.069448557	0.024073887	0.000558569	0.052761	0.000269121	0.000260565	0.049656119	0.802385344	"0.802385344"	"9"
"GO:0016514"	0.000449874	0.017322966	0.028600312	0.000378633	0.030211967	2.76e-05	0.00049586	0.003420159	0.91909262	"0.91909262"	"9"
"GO:0045859"	3.42e-05	0.184534507	0.009479947	4.49e-05	0.008772903	1.33e-05	1.26e-05	0.05680505	0.740302604	"0.740302604"	"9"
"GO:0050679"	4.34e-09	0.000368421	0.000909311	7.64e-08	2.55e-05	3.33e-09	4.71e-09	5.68e-05	0.998639954	"0.998639954"	"9"
"GO:0031072"	5.86e-05	0.001779815	0.614828386	0.002342683	0.012275152	2.27e-05	4.51e-05	0.00074426	0.367903225	"0.614828386"	"3"
"GO:0072332"	3.08e-06	0.001447963	0.046915175	2.34e-05	0.929646576	1.17e-06	0.000150308	9.13e-06	0.021803195	"0.929646576"	"5"
"GO:0015992"	3.23e-07	0.000180001	0.001793084	2.22e-06	0.200202663	1.47e-07	6.16e-07	2.66e-05	0.797794315	"0.797794315"	"9"
"GO:0015991"	0.020924521	0.056750897	0.117974621	0.499803625	0.042115318	0.010649405	0.008964539	0.097061733	0.145755339	"0.499803625"	"4"
"GO:0031258"	0.007822124	0.06756602	0.078524646	0.01245853	0.003826109	0.015024039	0.015058196	0.031438037	0.768282299	"0.768282299"	"9"
"GO:0031252"	2.11e-07	0.000111126	0.155785792	3.55e-05	0.037278175	9.62e-08	4.11e-07	2.42e-05	0.806764485	"0.806764485"	"9"
"GO:0009267"	5.69e-10	6.04e-06	6.74e-05	5.41e-10	0.739918444	5.94e-10	3.82e-09	1.99e-07	0.260007949	"0.739918444"	"5"
"GO:0002053"	1.46e-05	0.001705177	0.017995494	0.000227916	0.01296871	5.63e-06	2e-05	0.000798771	0.966263673	"0.966263673"	"9"
"GO:0048365"	3.35e-09	6.72e-05	0.823712499	1.97e-08	0.000307911	1.75e-09	4e-08	4.19e-07	0.175911941	"0.823712499"	"3"
"GO:0048812"	5.33e-09	4.11e-05	0.014118031	1.4e-07	0.00409724	2.18e-09	8.58e-09	7.47e-06	0.98173601	"0.98173601"	"9"
"GO:0048814"	0.000276356	0.102046641	0.314265576	0.001033656	0.000598919	0.000233276	0.000339253	0.006086774	0.575119549	"0.575119549"	"9"
"GO:0010008"	1.29e-48	6.44e-24	2.39e-14	1.24e-39	8.92e-12	5.55e-49	7.93e-43	1.18e-32	1	"1"	"9"
"GO:0005234"	0.015357077	0.154865612	0.066722204	0.010653729	0.012547279	0.024856262	0.011889981	0.075827117	0.62728074	"0.62728074"	"9"
"GO:0008652"	0.020566411	0.030083536	0.033856313	0.010774788	0.717468523	0.008063822	0.007985173	0.070047479	0.101153955	"0.717468523"	"5"
"GO:0001656"	3.27e-07	0.00018955	0.003600255	4.29e-07	0.897216552	1.26e-07	3.24e-07	1.34e-05	0.098979038	"0.897216552"	"5"
"GO:0001657"	1.91e-07	0.001306534	0.054686753	5.49e-07	0.821281155	7.07e-08	6.9e-07	1.07e-05	0.122713388	"0.821281155"	"5"
"GO:0001658"	2.23e-10	1.36e-05	0.000112729	9.47e-09	0.005248878	8.75e-11	1.71e-10	1.05e-06	0.994623687	"0.994623687"	"9"
"GO:0032281"	1.51e-10	2.78e-06	0.001189902	7.4e-09	0.020678486	8.67e-11	1.44e-07	8.36e-09	0.978128667	"0.978128667"	"9"
"GO:0008601"	0.000132505	0.017615602	0.047832211	0.000152143	0.000276105	0.000113987	0.000101149	0.003817531	0.929958768	"0.929958768"	"9"
"GO:0006397"	1.31e-15	1.11e-07	0.05919898	1.04e-10	0.729613784	5.63e-16	2.78e-13	9.27e-11	0.211187124	"0.729613784"	"5"
"GO:0071392"	0.061809113	0.068622413	0.043644607	0.024216612	0.22106057	0.079168086	0.023298777	0.128297456	0.349882366	"0.349882366"	"9"
"GO:0040018"	2.68e-10	4.26e-05	0.016625921	1.74e-09	3.78e-05	1.83e-10	1.4e-09	1.22e-07	0.983293503	"0.983293503"	"9"
"GO:0070403"	0.002092369	0.007178913	0.388168052	0.587572431	0.003810063	0.002082008	0.002011434	0.003579516	0.003505215	"0.587572431"	"4"
"GO:0032757"	8.74e-05	0.000652165	0.43255241	0.01640543	0.008453641	8.05e-05	9.39e-05	0.000466029	0.541208511	"0.541208511"	"9"
"GO:0032755"	5.91e-11	1.27e-06	0.043475009	3.12e-06	0.000100029	8.28e-11	3.18e-10	5.67e-08	0.956420513	"0.956420513"	"9"
"GO:2000249"	5.99e-08	2.21e-06	0.001140967	8.82e-08	0.937188471	2.21e-08	5.81e-08	8.43e-07	0.06166728	"0.937188471"	"5"
"GO:0042326"	0.043859446	0.105905061	0.100035539	0.070384305	0.019314752	0.019200947	0.018243716	0.355818878	0.267237357	"0.355818878"	"8"
"GO:0005829"	0	3.43e-257	4.26e-121	0	1.24e-77	0	0	2.66e-300	1	"1"	"9"
"GO:0046718"	1.2e-08	6.9e-07	0.046204561	2.36e-06	0.258647732	4.83e-09	9.59e-08	5.23e-07	0.695144025	"0.695144025"	"9"
"GO:0006298"	2.53e-05	0.000925403	0.004661196	1.3e-05	0.155595665	3.09e-05	3.18e-05	0.000444842	0.838271886	"0.838271886"	"9"
"GO:0046716"	0.095689421	0.036642476	0.332646654	0.14700869	0.148178852	0.15758501	0.035205095	0.037408716	0.009635086	"0.332646654"	"3"
"GO:0005929"	1.62e-21	7.2e-09	7.38e-10	3.05e-18	4.21e-09	2.84e-21	3.36e-20	1.85e-12	0.999999988	"0.999999988"	"9"
"GO:0005925"	1.56e-66	1.72e-30	9.96e-18	6.14e-52	1.99e-14	8.31e-67	4.35e-60	2.28e-40	1	"1"	"9"
"GO:0005923"	9.13e-19	5.22e-08	0.002059868	1.32e-10	3.12e-10	3.55e-19	4.45e-17	3.66e-11	0.99794008	"0.99794008"	"9"
"GO:0035019"	3.67e-09	2.77e-06	2.39e-06	2.27e-08	0.197401965	1.4e-09	1.45e-09	1.58e-05	0.802577025	"0.802577025"	"9"
"GO:0061077"	0.000574738	0.088921149	0.003674993	0.000785124	0.040300833	0.000498985	0.000607025	0.019056833	0.84558032	"0.84558032"	"9"
"GO:0009897"	1.05e-34	5.15e-18	2.21e-06	2.08e-24	1.16e-09	3.95e-35	3e-29	1.5e-23	0.999997787	"0.999997787"	"9"
"GO:0004521"	3.19e-05	0.008107947	0.000498452	1.55e-05	0.879616993	2.77e-05	5.33e-05	0.000334364	0.111313804	"0.879616993"	"5"
"GO:0006749"	0.000216488	0.000987723	0.009802746	0.000215543	0.940387587	7.98e-05	0.000172356	0.000547158	0.047590636	"0.940387587"	"5"
"GO:0009925"	6.68e-06	0.000244214	0.003954657	2.32e-05	0.192277123	2.46e-06	3.8e-06	0.000253712	0.803234198	"0.803234198"	"9"
"GO:0008033"	0.000122223	0.006893582	0.131614282	0.002495874	0.818246048	4.64e-05	0.000326433	0.001274767	0.038980364	"0.818246048"	"5"
"GO:0005215"	6.45e-24	2.23e-09	0.000225008	4.31e-16	7.76e-12	1.48e-23	5.82e-19	1.09e-14	0.99977499	"0.99977499"	"9"
"GO:0005216"	3.03e-05	2.23e-05	0.00056591	2.18e-05	0.99628951	1.34e-05	3.03e-05	1.23e-05	0.003014099	"0.99628951"	"5"
"GO:0014069"	1.15e-23	7.63e-10	2.77e-05	3.26e-17	3.51e-10	8.86e-24	1.19e-19	7.47e-15	0.999972258	"0.999972258"	"9"
"GO:0014068"	6.69e-19	1.7e-06	0.00035863	1.08e-15	8.89e-06	6.47e-19	4.01e-15	7.16e-14	0.999630776	"0.999630776"	"9"
"GO:0014065"	9.24e-09	0.000269175	0.171977339	2.65e-06	0.616168263	4.44e-09	9.83e-08	6.2e-07	0.211581835	"0.616168263"	"5"
"GO:0031625"	8.59e-38	2.22e-23	6.15e-11	4.89e-27	9.11e-13	3.26e-38	6.56e-34	9.12e-25	1	"1"	"9"
"GO:0060291"	0.000128031	0.008390982	0.00999849	0.000259468	0.884669805	4.8e-05	0.000136619	0.001450858	0.094917719	"0.884669805"	"5"
"GO:0060292"	0.068020689	0.099075139	0.072413993	0.056317631	0.045703041	0.059354118	0.026146279	0.196459847	0.376509262	"0.376509262"	"9"
"GO:0031526"	0.000459544	0.184672002	0.294188422	0.003703502	0.031463569	0.00017161	0.000329439	0.027786165	0.457225747	"0.457225747"	"9"
"GO:0007507"	1.33e-23	1.26e-12	0.000144565	1.89e-15	0.001347573	7.09e-24	1.1e-21	3.2e-15	0.998507862	"0.998507862"	"9"
"GO:0009749"	4.4e-09	0.000441504	2.15e-06	2.31e-09	0.065976936	4.02e-09	3.18e-09	1.91e-05	0.933560306	"0.933560306"	"9"
"GO:0019226"	0.01083073	0.017112757	0.254120469	0.662369183	0.009394301	0.007896293	0.005204268	0.015072887	0.017999112	"0.662369183"	"4"
"GO:0019221"	3.65e-63	6.82e-33	2.44e-07	2.01e-43	0.981618575	8.46e-62	1.23e-50	3.03e-48	0.018381181	"0.981618575"	"5"
"GO:0019228"	0.000300966	0.001126182	0.0040924	0.000191594	0.812504278	0.000126733	0.000181408	0.000888998	0.180587443	"0.812504278"	"5"
"GO:0019229"	0.00103653	0.114703963	0.214744432	0.000871993	0.029752183	0.001166126	0.00177667	0.008649776	0.627298327	"0.627298327"	"9"
"GO:0007131"	0.000175643	0.001795716	0.03489049	0.00019991	0.885034621	6.55e-05	0.000180097	0.000540705	0.077117326	"0.885034621"	"5"
"GO:0001824"	0.000662484	0.015655021	0.025403553	0.000269801	0.392034294	0.000396058	0.00026714	0.007852354	0.557459295	"0.557459295"	"9"
"GO:0001822"	1.92e-05	0.002501301	5.49e-05	1.07e-05	0.003672081	1.19e-05	7.09e-06	0.065335103	0.928387814	"0.928387814"	"9"
"GO:0007173"	2.62e-33	3.04e-16	2.37e-10	2.62e-23	4.37e-14	1.4e-33	4.63e-30	1.3e-18	1	"1"	"9"
"GO:0007179"	1.12e-27	2.26e-17	0.000340116	2.01e-21	0.004403218	4.64e-28	8.44e-26	4.25e-18	0.995256666	"0.995256666"	"9"
"GO:0007178"	0.000900083	0.003262355	0.000607867	0.000498058	0.74838758	0.000603559	0.000333054	0.004009783	0.24139766	"0.74838758"	"5"
"GO:0016757"	1.6e-08	0.000197472	0.82394372	1.68e-05	0.021784172	2.27e-08	7.76e-08	2.39e-06	0.15405535	"0.82394372"	"3"
"GO:0000993"	1.49e-06	8.29e-06	3.91e-05	5.47e-07	0.997567992	6.2e-07	1.06e-06	5.05e-06	0.002375859	"0.997567992"	"5"
"GO:0021680"	0.000409928	0.187842324	0.00032904	0.000177776	0.005552436	0.026910691	0.000752826	0.004963963	0.773061016	"0.773061016"	"9"
"GO:0045494"	0.011409602	0.018571068	0.364219122	0.013799079	0.026113213	0.004304433	0.004674936	0.024316068	0.532592479	"0.532592479"	"9"
"GO:0042157"	1.32e-05	0.002660557	0.075647456	3.82e-05	0.438403975	4.98e-06	1.86e-05	0.000324982	0.48288808	"0.48288808"	"9"
"GO:0043542"	1.43e-07	3.49e-05	0.062494735	8.36e-07	0.73581395	5.58e-08	4.41e-07	2.91e-06	0.201652075	"0.73581395"	"5"
"GO:0043547"	2.53e-93	4.96e-46	2.06e-19	1.22e-73	2.09e-13	1.06e-93	1.46e-80	1.37e-62	1	"1"	"9"
"GO:0016282"	2.58e-05	0.000621762	0.001467961	2e-05	0.957988823	1.11e-05	5.52e-05	9.8e-05	0.039711363	"0.957988823"	"5"
"GO:0043548"	1.01e-07	0.001417464	0.000106615	1.07e-07	0.100984205	1.46e-07	9.39e-07	5.68e-06	0.897484747	"0.897484747"	"9"
"GO:0016575"	1.55e-06	0.339173418	0.001393482	1.34e-06	0.00011385	1.9e-06	2.13e-06	0.000355857	0.658956478	"0.658956478"	"9"
"GO:0016573"	2.09e-06	0.000337091	0.000964027	7.7e-07	0.962444426	3.75e-06	1.85e-05	1.76e-05	0.036211714	"0.962444426"	"5"
"GO:0045727"	6.07e-06	9.79e-05	0.098704512	3.72e-05	0.52186798	3.27e-06	2.42e-06	0.000319451	0.378961155	"0.52186798"	"5"
"GO:0016579"	7.11e-08	0.00039684	0.000190478	5.15e-08	0.004420638	2.3e-07	1.33e-07	5.19e-05	0.994939662	"0.994939662"	"9"
"GO:0016578"	5.83e-05	0.000163776	0.010000756	2.19e-05	0.979303701	2.18e-05	3.19e-05	6.7e-05	0.010330808	"0.979303701"	"5"
"GO:0045879"	0.036365814	0.138529491	0.196052783	0.022715843	0.065762795	0.013399272	0.013472913	0.317602583	0.196098506	"0.317602583"	"8"
"GO:0012501"	1.11e-27	9.25e-13	1.84e-07	6.13e-16	2.67e-12	4.5e-28	4.57e-21	3.26e-18	0.999999816	"0.999999816"	"9"
"GO:0012505"	3.53e-18	3.36e-09	2.01e-06	2.6e-14	0.00024436	1.46e-18	1.25e-15	5.67e-12	0.999753622	"0.999753622"	"9"
"GO:0012506"	0.000518844	0.016893276	0.434943546	0.060383442	0.011707182	0.000299566	0.000685364	0.004567253	0.470001528	"0.470001528"	"9"
"GO:0012507"	7.3e-06	0.000237684	0.018628072	2.27e-05	0.196931613	2.72e-06	8.46e-06	6.67e-05	0.784094734	"0.784094734"	"9"
"GO:0031018"	0.152172483	0.075964673	0.077987096	0.056137127	0.139271066	0.055985611	0.082131492	0.18604856	0.174301892	"0.18604856"	"8"
"GO:0031016"	0.000304969	0.029700707	0.323134202	0.000647251	0.043523383	0.000126294	0.000926907	0.002094576	0.599541711	"0.599541711"	"9"
"GO:0031011"	0.000196956	0.00352535	0.366332171	0.002445776	0.097619402	9.54e-05	0.000312608	0.000895315	0.528577006	"0.528577006"	"9"
"GO:0031012"	2.17e-29	2.14e-12	0.004233567	3.78e-24	2.93e-09	3.34e-29	3.31e-25	1.34e-18	0.99576643	"0.99576643"	"9"
"GO:0060045"	0.004041056	0.015202547	0.062234174	0.01053997	0.036480492	0.00148784	0.001652072	0.032354462	0.836007388	"0.836007388"	"9"
"GO:0060047"	0.117152756	0.09757946	0.065575102	0.043218257	0.258395758	0.068896765	0.044992304	0.114858005	0.189331594	"0.258395758"	"5"
"GO:0060041"	2.68e-10	0.000246812	0.001296505	1.36e-08	2.68e-05	2.21e-10	9.76e-10	5e-06	0.99842487	"0.99842487"	"9"
"GO:0060048"	2.18e-08	3.16e-06	8.36e-05	4.22e-08	0.579465718	1.11e-08	2.87e-08	6.28e-06	0.420441154	"0.579465718"	"5"
"GO:0030326"	4.69e-06	0.000810191	0.731512545	0.003016193	0.047981034	1.77e-06	0.000237846	3.8e-05	0.216397692	"0.731512545"	"3"
"GO:0017158"	9.62e-07	3.32e-06	0.881739	0.001979217	0.006440896	6.99e-07	5.39e-06	2.95e-05	0.109800988	"0.881739"	"3"
"GO:0051693"	0.063736067	0.025330628	0.176120458	0.058713243	0.118320211	0.152854825	0.064007206	0.182177361	0.158740001	"0.182177361"	"8"
"GO:0017157"	1.18e-10	0.000159856	0.903210326	5.39e-06	0.000111646	5.04e-11	1.68e-07	1.86e-08	0.096512591	"0.903210326"	"3"
"GO:0001227"	2.63e-09	1.4e-06	0.000369366	8.5e-08	0.23564534	9.93e-10	5.16e-09	5.05e-07	0.763983294	"0.763983294"	"9"
"GO:0050715"	1.46e-05	0.007298535	0.291900441	0.001174795	0.131267226	1.08e-05	0.00011891	8.86e-05	0.568126097	"0.568126097"	"9"
"GO:0030496"	6.08e-25	4.42e-11	1.19e-11	2.23e-23	1.28e-15	4.99e-22	8.57e-22	1.1e-15	1	"1"	"9"
"GO:0002039"	1.25e-09	4.96e-06	3.44e-08	7.34e-10	0.904632649	2.01e-08	8.25e-08	1.08e-07	0.095362144	"0.904632649"	"5"
"GO:1902476"	5.15e-10	6.73e-05	0.723978456	1.36e-06	0.013391821	1.98e-10	1.71e-08	3.59e-07	0.262560658	"0.723978456"	"3"
"GO:0036092"	8.18e-05	0.002970858	0.566274759	0.000944236	0.350139817	9.75e-05	0.000198683	0.000298677	0.078993636	"0.566274759"	"3"
"GO:0045121"	6.9e-37	2.55e-19	1.82e-06	9.15e-26	1.38e-07	2.69e-37	3.61e-32	2.99e-25	0.999998041	"0.999998041"	"9"
"GO:0000175"	0.00122278	0.000789434	0.004250439	0.00063726	0.990840826	0.000608864	0.000612487	0.000591946	0.000445965	"0.990840826"	"5"
"GO:0004888"	1.27e-18	1.35e-09	7.66e-05	2.76e-13	2.68e-07	5.69e-19	2.95e-16	3.66e-12	0.99992313	"0.99992313"	"9"
"GO:0004889"	0.155220472	0.057991966	0.121659364	0.076326522	0.188195033	0.086215233	0.099941395	0.117387878	0.097062137	"0.188195033"	"5"
"GO:0006820"	5.24e-05	0.012340335	0.871692069	0.000258136	0.098808401	1.94e-05	0.000728831	0.000129023	0.015971438	"0.871692069"	"3"
"GO:0006821"	6.53e-07	0.004245526	0.029187301	3.86e-06	0.004134754	7.13e-07	8.52e-06	6.49e-05	0.96235376	"0.96235376"	"9"
