"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
"GO:0034199"	0.482745535252231	0.0427629598338415	0.0943840352060792	0.308036758067929	0.150898062914394	0.187330053376567	0.293064614515887	0.27240495480228	3.00232422427781
"GO:0034198"	1.91019790370849	0.658061627125203	3.37691019247893	3.36702453829929	3.59149244002562	3.37877812321641	4.59500001895332	4.18699740201949	700.202021113644
"GO:0030855"	12.8266815495794	44.0582353201471	68.2227955776839	116.822834615411	62.6307571499733	141.255947031567	154.459881719439	193.111243388002	1000
"GO:0031103"	5.56484066936879	2.02904118351754	3.16976919958127	6.11029387805477	30.9568328463901	49.7351817824394	39.0459445424867	31.4026616192291	1000
"GO:0031100"	5.714376740479	1.66388221758446	1.24841800216258	1.71924225716661	22.0505296142468	36.1198050320788	35.9605695836879	33.7719503838279	1000
"GO:0050830"	9.14810965048319	1.33692144541792	68.2250790947799	87.5141737438646	48.5022491988008	72.7855880469393	65.8989885763467	97.0184548778485	237.665938120837
"GO:0050839"	3.16892518574544	1.35303963030925	0.716201054124929	0.652423142233896	7.47677806973172	11.9024703570464	11.0244451851102	11.4836814306782	812.819631986017
"GO:0051781"	1.02795072898051	1.1193711199499	1.04823826372219	1.0754103329921	1.03973950294751	1.17210060492382	1.02565489762176	0.800439438908697	262.307875615239
"GO:0010906"	8.31733771698401	37.3246609873742	37.3054639477608	39.8577546974732	70.637224191416	68.8383990547919	56.6178992828063	73.8042335188583	245.114867960647
"GO:0046658"	3.02078296961566	0.928818072004308	0.382621422474207	0.230908868790728	8.25168526798388	7.85724487134438	11.0267397283845	10.0893652402595	912.459335779744
"GO:0046655"	11.6049148537349	7.53335917221951	4.64184377394242	2.35664189272286	94.8604765379968	153.87351341177	136.730054374732	137.292167533896	1000
"GO:0005719"	1.49211372657221	0.677242091488586	1.7154293110675	1.90058015918853	1.71406252197648	2.26713462591464	2.49014600072957	2.67769912487932	79.1308072472457
"GO:0051879"	3.38765338904598	1.23947344700034	0.912719220774907	3.01405854820345	4.06729646456532	15.8984124648372	11.5285488617626	12.3695689058846	770.21523902295
"GO:0007626"	2.34987318780477	0.211885495659815	2.09401664041937	1.83520678926012	4.31717199626854	7.24838659060003	6.56320363807834	5.59944067910604	102.854210116421
"GO:0007623"	1.85187692679766	0.659164424417357	2.5528767738691	2.8800127478085	2.54218678787255	2.93671725661292	4.2276127166778	3.48887822182869	334.895408001934
"GO:0006629"	3.75277550702149	2.79743437634835	3.21265828055142	4.53387866631385	7.62070923439858	15.9108946488448	15.0868415757653	17.0682803470544	1000
"GO:0006626"	7.53703501825633	7.06158191306683	7.35689650642931	6.57457765685534	40.8958932608625	51.4106016928903	69.4727697856528	55.8136644663429	1000
"GO:0007628"	2.01494331434166	0.547706063776223	0.259005946584766	0.24979747290589	2.46072819476244	3.53721521451781	4.34391284924798	4.5149121275906	285.990081080389
"GO:0036459"	0.512865032055973	0.0696163372625338	0.118151003310767	0.16581957505483	0.196762152315239	0.291618432997866	0.415761855293709	0.34042392273124	35.3165927173558
"GO:0030674"	1.35171802285182	0.383582767184843	0.267375386601499	0.426555952323885	1.25638834213288	1.87877084238871	1.92866620054019	2.03253032379107	144.713368978482
"GO:0030672"	2.63806850537283	0.13998342680123	0.0641753035821777	0.0704289463194105	5.35514491309746	7.40885479144579	7.15470038405091	6.93011601921788	433.358380110018
"GO:0030673"	1.32308456009027	1.85833028902358	1.76255006069773	1.74563775369795	1.76038123563494	2.07433914260598	1.63094077357245	1.52385335731628	1.75355860143187
"GO:0030670"	5.69309383174329	2.23488526508649	3.98973941498619	10.4822661670674	10.6180912449325	36.0753021608029	33.3869551944846	34.0947896850434	1000
"GO:0048384"	2.00147765745642	1.43865538525978	1.38816139439967	1.65306622145571	3.92410292406538	6.0227965266606	4.38056203719166	4.70944843256605	289.144229128169
"GO:0000289"	1.71159188279749	0.649170526325281	1.98776621061736	2.2032476145022	2.98182081004285	1.30311729141754	3.53365575573428	3.47322057379935	16.3383281588214
"GO:0000287"	1.14596312673299	0.707596467626602	0.745252480881712	0.738911906638258	1.26639139134845	1.46141497122065	1.5361017279948	1.65196665253586	83.6326524319951
"GO:0045070"	1.69321618910764	0.705931808986752	1.1024269429999	1.65933466454301	1.6456737594907	2.82192130144769	3.21148402398449	3.69536406960208	229.941426223067
"GO:0000281"	0.989693456412421	0.551515832505218	0.572395244013316	0.667166469020055	0.966500451493231	1.03295294336131	0.987045692784192	1.27092900562991	8.11584115510618
"GO:0055007"	4.17815723862068	1.19686667419795	2.90571984664973	17.9597358233927	4.26722474529093	8.29868226642011	18.881026525058	18.6601129806913	129.391868617899
"GO:0006974"	1.1956968082986	0.433116275884104	0.29688752016036	0.249926411143603	1.12720568575985	1.61300882485057	1.64146738927964	1.67309291279159	86.1720146699881
"GO:0048037"	5.87867713514085	14.8219890935569	9.23200207221287	6.59426163291697	29.2664663173714	41.7222690809103	43.6724068722773	37.936295275723	1000
"GO:0043928"	2.50746556297563	1.29858237724281	1.66969750481714	2.47466637815067	4.31709409651727	9.1015374398194	7.1918193339987	6.66378222222851	389.69514370209
"GO:0006979"	7.95482266798788	17.6267867444078	18.0377316198513	17.3717911332628	45.946738691051	78.6643886318274	71.9384970650678	67.9071597835412	1000
"GO:0004197"	12.4777055706022	1.80949198259227	40.3497428174321	98.8916568556236	35.2101180310102	140.076452894918	162.938328384233	151.920790038322	1000
"GO:0004190"	15.7448536826673	4.01588094892113	5.30745768845922	13.2529264421683	157.900233246454	348.766839109302	265.036418080865	270.624245712235	1000
"GO:0004198"	7.30755479435613	11.3716138176043	8.51376051906828	6.15404623840113	44.9043445093991	84.7601727844185	64.6190592950023	68.6231501047176	1000
"GO:0018107"	0.652362041459198	0.151932306712785	0.162867042562413	0.346786389205433	0.271974798510428	0.697095597362575	0.498217083311732	0.505719192298419	44.3112169211443
"GO:0018105"	1.45637610534972	0.192043372023673	0.13173745140782	0.133322671600565	1.69813982251804	2.66966240073739	2.2662940621434	2.29477428187008	190.762778432549
"GO:0018108"	2.78217777489653	8.99410280636711	7.79411744413686	7.87076083797406	7.73570717548415	9.56468928748891	1.2094392777946	8.99369501089479	25.0974051549657
"GO:2000060"	9.82152449163559	8.19678230826796	97.1772460888756	97.0724786125789	93.3307388485214	108.010722611898	63.641113235748	102.516240123417	253.750656322605
"GO:0045445"	1.90020310399566	1.29627758980651	3.25538201343787	2.99909711933621	3.52367140816183	3.78210887464718	3.08385190650539	3.59478348956705	3.61758852605552
"GO:0045444"	6.33435360475376	59.9876260598626	40.9213763457278	40.5239178068953	38.6487107626081	44.2989156909755	8.22363015312698	46.4672076117414	40.1968023549504
"GO:0070064"	3.89033957989886	1.19788347371513	1.17410330452113	2.7533373626228	7.13773014382278	16.1757352438202	16.7683274937604	15.6853871855414	1000
"GO:0070063"	15.1203104498041	92.7818299394472	56.1530890397332	108.346649116507	67.0368354671452	227.899334811377	281.21669688347	256.635107418532	1000
"GO:0070062"	6.87729347754101	4.1516575759897	2.58030825401814	2.11087108209113	35.5397547221322	50.7976733351855	49.9956031389046	50.1166679712752	1000
"GO:0080182"	2.65861763230231	2.2950345249101	11.3400120167936	8.66850742451071	7.24375730157044	1.46939276075383	7.73169858382828	8.00330175603471	13.7934571518019
"GO:0051276"	1.56476276274683	0.201094807692701	0.202600240372926	0.159660377782038	1.79102542247951	2.46047552932939	2.28161878741454	2.67548872038343	224.226672024989
"GO:0007368"	0.39042359213252	0.0379306431702921	0.0864683855318808	0.134246280056128	0.0971896834771091	0.0998653383077959	0.180797531012729	0.16608767867141	2.45633754321351
"GO:0071333"	2.8950413204292	1.04176114787108	0.921239571959324	1.63110981836832	8.04272805817533	9.05056407311407	10.3781491348607	8.97651429477732	686.626880917875
"GO:1901796"	2.54648719363228	0.423685702351245	0.557715088159183	6.41639612016227	0.821524836656623	4.07747859111475	7.22426892017889	6.48194189793439	53.2848914939228
"GO:0071339"	1.9002659771452	0.756263715345855	1.00268340688423	1.97024555075343	2.47084300919521	7.56598940675084	4.66665911298379	3.96366221038019	372.830017301595
"GO:0030449"	3.40036165557958	8.14927019324156	6.01092786449253	7.68344109479997	11.9500674715737	12.5946265380299	11.3455256715777	14.2968649848977	32.2287525296492
"GO:0035162"	1.03419443667796	0.316307696027672	0.415670532672654	0.56911740801466	0.687416120876917	1.70179389757072	1.36981573528401	1.13312464979833	57.8643709656128
"GO:0061418"	11.0479499641232	7.36870340487975	19.5034930970888	129.90180573514	112.406249444971	31.1920068387216	137.863490226361	120.823618947474	263.241466344077
"GO:0042098"	4.0844826509369	0.242955948660539	0.200142809841971	0.350298202664769	12.7608911213704	19.43300326608	19.4730531535549	20.7389950003914	1000
"GO:0006361"	6.06261766302928	0.926230541970983	0.868067181011317	1.0399307189308	26.2454300363171	39.6045076216851	37.213396850514	37.4652661505996	1000
"GO:0006363"	5.49925828469941	0.793534086918527	0.78890246650392	1.02029912759974	20.9735862531094	32.4599848041676	30.6560424987951	30.8923642976781	1000
"GO:0006362"	5.35641068522266	0.806033244822925	0.671031236489586	0.846194969892317	21.9288943765887	29.6634669569415	29.2428798007096	29.3338688337945	1000
"GO:0006364"	4.76174724607435	1.67584460130355	7.32162697211013	7.93306199256035	23.2762752066773	24.9040764755402	25.276083060309	26.1884249636929	214.99688763998
"GO:0006367"	2.57014074523651	0.453458304219725	0.33665360261022	0.328421438810964	5.02879280227579	7.41051915297314	6.77963922829591	6.8929919401114	505.353414740191
"GO:0006366"	1.22224195826691	0.194483142632666	0.137458319929372	0.126241878556139	1.16521819507077	1.72648044730695	1.64725154160776	1.60804121529423	130.591077012781
"GO:0006369"	2.12083158569413	2.15216404924494	1.98745695651171	4.17707649875257	3.75255989102914	4.11381687404782	5.48600403450755	4.72114386401022	28.8969251600915
"GO:0006368"	4.7746720723519	2.31449965694563	1.22166732198141	2.01618929641471	12.4062997141017	24.0695651814247	22.3900971861952	23.9455480626132	1000
