"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
"GO:0034199"	0.792067081053554	4.00274681771714	4.13466127460447	2.69879355832266	7.50651101298263	0.860694702488822	0.924794318973699	1e-04	0.407986763559941
"GO:0034198"	1.3583834570061	3.40602074047812	1.17414473124382	0.700680930053149	6.17412892688453	2.78500773442937	0.872957618386492	1e-04	0.165575653199867
"GO:0030855"	7.29978373961578	1.67841007468356	1.63533710083568	0.802502403011577	8.59415956516917	2.52810678739182	0.734572672353578	0.197063733418267	1e-04
"GO:0031103"	6.92094804751549	4.1520222398312	8.05682427517289	18.5893357923025	6.0624888455002	1e-04	9.9999999999989e-05	1e-04	2.13358600997597
"GO:0031100"	2.12643387809719	4.56395441059	8.39509984007617	2.76822020278574	38.1081964143406	1.02171913904719	1e-04	1e-04	5.47370725815899
"GO:0050830"	8.12189118028044	131.110706206881	33.1873330719378	0.41330103578336	9.17988335480157	1.27109404450825	0.875902694338188	1e-04	0.093039794602911
"GO:0050839"	2.0511397467752	6.02144406213732	12.2767166412115	6.35660353644049	0.798603262129181	0.822322138887699	0.0877847900506113	1e-04	0.333574348230109
"GO:0051781"	1.62730069404924	3.58976293948521	6.35632142275057	5.46819906328532	4.59610314276086	0.939253913183857	0.010406565474356	1e-04	4.73053426973927
"GO:0010906"	5.38880059654911	0.610800856863075	0.75419979720629	0.41099741078537	2.95844815619228	1.26480090952476	1.12608665084293	2.30300821480768	1e-04
"GO:0046658"	0.27623343938329	1.52754239381955	1.96450324165077	1.19782682600326	5.64045701353908	1.70958897667809	2.2837599753113	0.00939847212269418	0.254294163838491
"GO:0046655"	7.19189527912906	7.38759535182388	15.7125984476312	32.1235104232251	8.22447427317187	9.9999999999989e-05	1e-04	1e-04	1.52068693515974
"GO:0005719"	2.71517156921796	4.30459217546581	7.12077227768622	0.520308405758808	3.00614903211328	8.75648472374299	0.221698544457633	9.9999999999989e-05	0.190076814247737
"GO:0051879"	1.53886234407561	2.9006476994883	7.58690858432657	1.73019187706468	13.7669168182164	2.32524977059976	1e-04	0.248992907726267	0.574302566818463
"GO:0007626"	1.93245807161663	9.66542154655482	4.05319522106241	5.80295585424777	1e-04	1.64333314319607	0.0679246057876335	1e-04	5.62604813405532
"GO:0007623"	1.18060829835029	4.01963587033135	5.89018375054282	3.54400280074713	16.704793132212	0.727461856711456	1e-04	1e-04	5.89183762809638
"GO:0006629"	5.70750684585502	3.51969262248519	4.43334153458239	4.11859098917474	14.0091213364115	1e-04	1.33684592959023	1e-04	2.29588946576138
"GO:0006626"	3.66382496896816	16.4629974092876	16.1311080686932	4.44216632996959	17.4058642814362	0.527166654061637	0.149541853693016	9.9999999999989e-05	0.50557461850005
"GO:0007628"	1.79579497340365	6.2930537189469	11.595045925021	3.58827770921174	26.2596463225434	0.9883377394114	0.243779353207232	1e-04	5.69451126677408
"GO:0036459"	0.408506988731888	4.27797505279002	5.57845055917232	1.68931491954444	11.9290131694287	1.98952631141043	0.43065023158108	9.9999999999989e-05	0.595301708542184
"GO:0030674"	1.34730084794332	2.39967219250352	3.83857905158531	3.44431518390978	8.95190566877139	0.456788846012318	1.04782245862055	1e-04	4.33152122381589
"GO:0030672"	1.06152769728455	12.5995089847129	16.4675656607013	9.38729626448327	3.68405840188774	0.4929843229162	1e-04	1e-04	0.561455686077724
"GO:0030670"	4.11415454881255	8.34007808431189	20.3222364253222	1.05861788203247	14.7250125157217	5.73388186411269	9.9999999999989e-05	9.9999999999989e-05	0.3812237036604
"GO:0048384"	2.93978041407256	3.67943785866921	9.36305852768122	11.0109811598376	2.69966008737252	0.137678950979737	0.755921758459693	9.9999999999989e-05	5.56215214636084
"GO:0000289"	0.734541243023291	12.4479243217659	3.65534297741195	3.42121016375755	11.1071520861426	1.35635939470737	0.0499657105793761	1e-04	1.96507143857592
"GO:0000287"	1.80851974107941	1.75614481912211	1.81497712371572	2.17232217491524	3.1477876875924	0.50545775647175	2.73995559973681	1e-04	0.175172958668348
"GO:0045070"	2.23542042200484	14.8386720901746	16.5919077510748	6.46537380694833	45.5582638540164	0.420355077445642	9.9999999999989e-05	9.9999999999989e-05	6.53244514606376
"GO:0000281"	1.49484330233016	4.79080814369317	5.07910795068389	1.57025602796578	28.864819601052	2.28738598477335	0.00249810618432133	1e-04	5.10229555502753
"GO:0055007"	4.23129055322336	3.10427411702	8.51698538067183	7.16345388733621	18.8115226809806	9.9999999999989e-05	0.162899201527496	9.9999999999989e-05	4.92242762374167
"GO:0006974"	0.733015423826778	1.27050587210362	0.794040925790211	0.484541915693414	4.31514997610827	2.27832474867876	2.08799289539865	0.0528129658366077	0.110582221862427
"GO:0048037"	13.9474993783705	7.91090258643735	27.5507887718304	106.225444205612	5.38428499623478	1e-04	1e-04	1e-04	0.942891264908547
"GO:0043928"	1.79309095800013	13.3500423176534	7.14594831787901	6.35575614506276	1.98880000635322	0.65731661433992	0.0732888369510453	1e-04	0.410508807330299
"GO:0006979"	4.46813369276459	9.69712107336447	6.45703284408523	8.19614814080244	8.70565960057791	0.236451343384345	0.271170373186815	1e-04	4.61947855939359
"GO:0004197"	11.9112731987533	37.6513351347099	15.4227375499459	4.43673506209822	49.2630206423101	1.32699779921849	1e-04	1e-04	1.40988069779091
"GO:0004190"	28.6222198342223	36.8454330642098	97.0997334186751	321.474524238655	4.27890735152751	1e-04	1e-04	9.9999999999989e-05	0.762865204445705
"GO:0004198"	6.7725985933604	12.8233738048569	6.81034527522667	9.60401140319042	1.95399759025797	0.707709898504156	0.357128159033912	1e-04	0.605031651452151
"GO:0018107"	0.840922774320973	1.38519161105596	1.2445259177532	0.795248646969989	4.01349988941235	1.75613174555112	1.82758504300189	0.0309150180598262	0.106578248676662
"GO:0018105"	0.540369080080769	4.76577782222216	4.9656495009986	2.23016315016052	6.62751085056231	3.16068096364378	0.0281843530108509	1e-04	0.484134191813079
"GO:0018108"	4.62292225256826	0.0735963512562948	0.190887232808014	0.036106031021885	1e-04	1e-04	74.3107251497205	1e-04	0.0356327527768389
"GO:2000060"	26.3307902444977	0.688170831246924	1.4666621689631	1.20308502885662	7.68872261528177	1e-04	6.56009459484046	1e-04	0.135364231778066
"GO:0045445"	4.44972517313369	22.9218505853973	4.59559316870144	4.6266348723977	14.1632525651729	1e-04	0.361213170402907	1e-04	3.23892137190763
"GO:0045444"	3.4829487080143	0.150973328362213	0.359076203281108	0.180759771086465	1e-04	0.134849217272775	24.0646476105683	1e-04	0.0541049586939709
"GO:0070064"	2.64152111135948	1.384492307286	3.88308606873218	3.17916165460326	13.0961058405673	0.0468456543455589	9.9999999999989e-05	2.50649673961938	1e-04
