"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"max"	"maxcol"	"model"
"GO:0034199"	4.69185512325653e-07	0.000372187400021275	0.0013518528758888	1.7277710984434e-07	0.59721427009185	1.03651431108201e-06	8.91093954764049e-07	1.2365526017019e-05	0.401046754535335	"0.59721427009185"	"5"	"HCGanc-to-anc"
"GO:0034198"	0.0138778295771051	0.215468615271925	0.00510904487524457	0.00514729740107031	0.00899678373278405	0.278348030160157	0.0254562389679152	0.0197810799796461	0.427815080034154	"0.427815080034154"	"9"	"OU"
"GO:0030855"	9.64316413917789e-08	4.52684013600617e-07	2.39731972553525e-06	3.67311899259722e-08	0.879427531231212	1.36416842917893e-07	3.5735484363599e-08	5.18075787564807e-06	0.120564132692015	"0.879427531231212"	"5"	"HCGanc-to-anc"
"GO:0031100"	2.80838533063361e-20	6.42019665876574e-11	8.8789302499227e-07	1.60179201815692e-16	0.997802607660176	1.13441514486951e-20	3.01915390944214e-12	4.71739420876968e-18	0.00219650437957811	"0.997802607660176"	"5"	"HCGanc-to-anc"
"GO:0050830"	0.000525336619599131	0.000208951899867067	0.00100087471023695	0.000193478026687288	0.981199217616547	0.000287331560871593	0.00479362337488884	0.0116000932004818	0.000191092990820642	"0.981199217616547"	"5"	"HCGanc-to-anc"
"GO:0050839"	0.44686100207913	1.71274157775243e-12	2.86296963937627e-12	0.553138268407678	6.70785491605662e-07	2.54201696409775e-11	2.24843262825226e-10	1.26491559202111e-09	5.7207946234684e-08	"0.553138268407678"	"4"	"Gorilla-to-anc"
"GO:0051781"	0.0716320703572621	0.0549297168603502	0.0534022376008878	0.282137904820301	0.0928090167800903	0.0413491383331416	0.0474753019495922	0.330574529157536	0.0256900841408395	"0.330574529157536"	"8"	"Monkey-to-anc"
"GO:0010906"	2.25988440127499e-09	4.62325863697142e-07	0.000380744397882127	1.40901129740945e-08	0.999362946017729	8.32044959769268e-10	3.87289948238093e-09	1.28946794532631e-07	0.000255697256789139	"0.999362946017729"	"5"	"HCGanc-to-anc"
"GO:0046658"	0.00278647887040283	0.00201116879237936	0.00125311604787448	0.0129666783228766	0.0384174439953078	0.00324179145005859	0.899160663620957	0.0273548254997802	0.0128078334003634	"0.899160663620957"	"7"	"HCGOanc-to-anc"
"GO:0046655"	0.117140462152198	0.0449843407873091	0.0672175814170611	0.0471408267125682	0.450650680614354	0.0567113674787649	0.121165677770175	0.0521591211393482	0.0428299419282217	"0.450650680614354"	"5"	"HCGanc-to-anc"
"GO:0005719"	6.33236114105139e-08	0.00481052004602679	0.116174416842119	0.00218525724047983	2.67493158788256e-05	3.21944565059102e-08	2.30845348698485e-06	1.53510322947553e-06	0.876799117480711	"0.876799117480711"	"9"	"OU"
"GO:0051879"	0.000331450976050823	0.00417494044026739	0.00203484166458264	0.000122138893475183	0.968420223361344	0.00130519186799818	0.00386986947304759	0.000378038988767089	0.0193633043344667	"0.968420223361344"	"5"	"HCGanc-to-anc"
"GO:0007626"	5.61598229478562e-22	2.93273939650108e-12	9.46749642871559e-22	4.35466611251492e-14	5.60908883785313e-16	0.99999994271103	1.5970117273988e-15	7.00636585631353e-18	5.72859921257978e-08	"0.99999994271103"	"6"	"Orang-to-anc"
"GO:0007623"	7.63787960443586e-08	6.3914417497567e-07	1.27761613513268e-05	2.81033853764885e-08	0.936722676323835	1.21128677223601e-07	2.81444124203289e-08	9.98736457341998e-06	0.0632536672507938	"0.936722676323835"	"5"	"HCGanc-to-anc"
"GO:0006629"	3.11310207888197e-87	1.02023590450482e-31	0.999788657045496	0.000211342954504206	1.20245222452797e-104	1.31830434893216e-104	4.49607264787982e-86	3.87327400520038e-92	1.40529964432645e-96	"0.999788657045496"	"3"	"HCanc-to-anc"
"GO:0006626"	0.00196376195101589	0.00844560162791294	0.0956128569568115	0.00172204443254792	0.211214897399057	0.000894021829750146	0.000975241498956399	0.00980810820406907	0.669363466099879	"0.669363466099879"	"9"	"OU"
"GO:0007628"	0.147410568671451	0.0764179059394352	0.223556249216616	0.149948449042771	0.185907990080414	0.0566576201459501	0.0817077859815186	0.0612585606429621	0.0171348702788811	"0.223556249216616"	"3"	"HCanc-to-anc"
"GO:0036459"	0.0269654047618321	0.0414663045376753	0.027694565884638	0.011196260089003	0.787406187801309	0.0309466386604983	0.0490271154465478	0.0155382391490959	0.00975928366940054	"0.787406187801309"	"5"	"HCGanc-to-anc"
"GO:0030674"	0.00327120420528287	1.47307745000949e-15	3.45538099682786e-15	0.996728773026983	2.24314818451298e-08	4.23709101026286e-14	8.62934012091222e-13	4.79000985210391e-12	3.30552330041371e-10	"0.996728773026983"	"4"	"Gorilla-to-anc"
"GO:0030672"	0.0516865805850074	0.0190158624917632	0.0190955721957156	0.0194778539566602	0.0193448446629351	0.0742834086922969	0.681708538924732	0.096530967982167	0.0188563705087221	"0.681708538924732"	"7"	"HCGOanc-to-anc"
